,movieId,title,genres
1744,1824,Homegrown (1998),Comedy|Thriller
1747,1827,"Big One, The (1997)",Comedy|Documentary
1750,1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1752,1833,Mercury Rising (1998),Action|Drama|Thriller
1753,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1754,1835,City of Angels (1998),Drama|Fantasy|Romance
1757,1839,My Giant (1998),Comedy
1758,1840,He Got Game (1998),Drama
1759,1841,"Gingerbread Man, The (1998)",Drama|Thriller
1763,1845,Zero Effect (1998),Comedy|Mystery|Thriller
1766,1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1772,1854,Kissing a Fool (1998),Comedy|Romance
1773,1855,Krippendorf's Tribe (1998),Comedy
1776,1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1778,1860,Character (Karakter) (1997),Drama
1780,1862,Species II (1998),Horror|Sci-Fi
1784,1866,"Big Hit, The (1998)",Action|Comedy|Crime
1790,1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
1793,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1799,1882,Godzilla (1998),Action|Sci-Fi|Thriller
1800,1883,Bulworth (1998),Comedy|Drama|Romance
1801,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1802,1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1805,1888,Hope Floats (1998),Comedy|Drama|Romance
1806,1889,Insomnia (1997),Drama|Mystery|Thriller
1809,1892,"Perfect Murder, A (1998)",Thriller
1811,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1812,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1824,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1826,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1828,1911,Dr. Dolittle (1998),Comedy
1829,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1830,1913,Picnic at Hanging Rock (1975),Drama|Mystery
1831,1914,Smoke Signals (1998),Comedy|Drama
1833,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1834,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1835,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1836,1919,Madeline (1998),Children|Comedy
1837,1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1838,1921,Pi (1998),Drama|Sci-Fi|Thriller
1840,1923,There's Something About Mary (1998),Comedy|Romance
1841,1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1844,1927,All Quiet on the Western Front (1930),Action|Drama|War
1848,1931,Mutiny on the Bounty (1935),Adventure|Drama
1852,1935,How Green Was My Valley (1941),Drama|Musical|Romance
1853,1936,Mrs. Miniver (1942),Drama|War
1856,1939,"Best Years of Our Lives, The (1946)",Drama|War
1861,1944,From Here to Eternity (1953),Drama|Romance|War
1862,1945,On the Waterfront (1954),Crime|Drama
1863,1946,Marty (1955),Drama|Romance
1864,1947,West Side Story (1961),Drama|Musical|Romance
1866,1949,"Man for All Seasons, A (1966)",Drama
1867,1950,In the Heat of the Night (1967),Drama|Mystery
1868,1951,Oliver! (1968),Drama|Musical
1869,1952,Midnight Cowboy (1969),Drama
1870,1953,"French Connection, The (1971)",Action|Crime|Thriller
1871,1954,Rocky (1976),Drama
1872,1955,Kramer vs. Kramer (1979),Drama
1873,1956,Ordinary People (1980),Drama
1874,1957,Chariots of Fire (1981),Drama
1875,1958,Terms of Endearment (1983),Comedy|Drama
1876,1959,Out of Africa (1985),Drama|Romance
1877,1960,"Last Emperor, The (1987)",Drama
1878,1961,Rain Man (1988),Drama
1879,1962,Driving Miss Daisy (1989),Drama
1880,1963,Take the Money and Run (1969),Comedy|Crime
1881,1964,Klute (1971),Drama|Mystery
1882,1965,Repo Man (1984),Comedy|Sci-Fi
1883,1966,Metropolitan (1990),Comedy
1884,1967,Labyrinth (1986),Adventure|Fantasy|Musical
1885,1968,"Breakfast Club, The (1985)",Comedy|Drama
1886,1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1887,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1888,1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1889,1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1890,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1891,1974,Friday the 13th (1980),Horror|Mystery|Thriller
1892,1975,Friday the 13th Part 2 (1981),Horror
1893,1976,Friday the 13th Part 3: 3D (1982),Horror
1894,1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
1899,1982,Halloween (1978),Horror
1900,1983,Halloween II (1981),Horror
1901,1984,Halloween III: Season of the Witch (1982),Horror
1904,1987,Prom Night (1980),Horror
1908,1991,Child's Play (1988),Horror|Thriller
1911,1994,Poltergeist (1982),Horror|Thriller
1912,1995,Poltergeist II: The Other Side (1986),Horror|Thriller
1914,1997,"Exorcist, The (1973)",Horror|Mystery
1915,1998,Exorcist II: The Heretic (1977),Horror
1916,1999,"Exorcist III, The (1990)",Horror
1917,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1918,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1919,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1920,2003,Gremlins (1984),Comedy|Horror
1921,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
1922,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1923,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1924,2007,Polish Wedding (1998),Comedy
1926,2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1927,2010,Metropolis (1927),Drama|Sci-Fi
1928,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1929,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1930,2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1931,2014,Freaky Friday (1977),Children|Comedy|Fantasy
1932,2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1934,2017,Babes in Toyland (1961),Children|Fantasy|Musical
1935,2018,Bambi (1942),Animation|Children|Drama
1936,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1937,2020,Dangerous Liaisons (1988),Drama|Romance
1938,2021,Dune (1984),Adventure|Sci-Fi
1939,2022,"Last Temptation of Christ, The (1988)",Drama
1940,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1941,2024,"Rapture, The (1991)",Drama|Mystery
1942,2025,Lolita (1997),Drama|Romance
1943,2026,Disturbing Behavior (1998),Horror|Thriller
1944,2027,Jane Austen's Mafia! (1998),Comedy|Crime
1945,2028,Saving Private Ryan (1998),Action|Drama|War
1950,2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1951,2034,"Black Hole, The (1979)",Children|Sci-Fi
1953,2036,Blank Check (1994),Children|Comedy
1955,2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1959,2042,D2: The Mighty Ducks (1994),Children|Comedy
1963,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1965,2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1969,2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1970,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1971,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1975,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1976,2059,"Parent Trap, The (1998)",Children|Comedy|Romance
1977,2060,BASEketball (1998),Comedy
1981,2064,Roger & Me (1989),Documentary
1982,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1983,2066,Out of the Past (1947),Film-Noir
1984,2067,Doctor Zhivago (1965),Drama|Romance|War
1985,2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1987,2070,Tender Mercies (1983),Drama|Romance|Western
1988,2071,And the Band Played On (1993),Drama
1989,2072,"'burbs, The (1989)",Comedy
1993,2076,Blue Velvet (1986),Drama|Mystery|Thriller
1994,2077,"Journey of Natty Gann, The (1985)",Adventure|Children
1995,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1997,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1998,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1999,2082,"Mighty Ducks, The (1992)",Children|Comedy
2000,2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
2002,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2004,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
2005,2088,Popeye (1980),Adventure|Comedy|Musical
2006,2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
2007,2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2008,2091,Return from Witch Mountain (1978),Children|Sci-Fi
2009,2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
2010,2093,Return to Oz (1985),Adventure|Children|Fantasy
2011,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2013,2096,Sleeping Beauty (1959),Animation|Children|Musical
2014,2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
2016,2099,Song of the South (1946),Adventure|Animation|Children|Musical
2017,2100,Splash (1984),Comedy|Fantasy|Romance
2019,2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
2022,2105,Tron (1982),Action|Adventure|Sci-Fi
2023,2106,Swing Kids (1993),Drama|War
2024,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
2025,2108,L.A. Story (1991),Comedy|Romance
2026,2109,"Jerk, The (1979)",Comedy
2027,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2028,2111,"Man with Two Brains, The (1983)",Comedy
2029,2112,Grand Canyon (1991),Crime|Drama
2030,2113,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
2031,2114,"Outsiders, The (1983)",Drama
2032,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2033,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2034,2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
2035,2118,"Dead Zone, The (1983)",Thriller
2036,2119,Maximum Overdrive (1986),Horror
2037,2120,Needful Things (1993),Drama|Horror
2038,2121,Cujo (1983),Horror|Thriller
2039,2122,Children of the Corn (1984),Horror|Thriller
2040,2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
2041,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
2042,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2043,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2047,2130,Atlantic City (1980),Crime|Drama|Romance
2049,2132,Who's Afraid of Virginia Woolf? (1966),Drama
2050,2133,Adventures in Babysitting (1987),Adventure|Comedy
2051,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2052,2135,Doctor Dolittle (1967),Adventure|Children|Musical
2053,2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
2054,2137,Charlotte's Web (1973),Animation|Children
2055,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
2056,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2057,2140,"Dark Crystal, The (1982)",Adventure|Fantasy
2058,2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2059,2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
2060,2143,Legend (1985),Adventure|Fantasy|Romance
2061,2144,Sixteen Candles (1984),Comedy|Romance
2062,2145,Pretty in Pink (1986),Comedy|Drama|Romance
2063,2146,St. Elmo's Fire (1985),Drama|Romance
2065,2148,House (1986),Comedy|Fantasy|Horror
2067,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2068,2151,"Gods Must Be Crazy II, The (1989)",Comedy
2069,2152,Air Bud: Golden Receiver (1998),Children|Comedy
2070,2153,"Avengers, The (1998)",Action|Adventure
2071,2154,How Stella Got Her Groove Back (1998),Drama|Romance
2072,2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama
2076,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
2077,2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2078,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2079,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
2080,2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror
2083,2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller
2084,2167,Blade (1998),Action|Horror|Thriller
2087,2170,Wrongfully Accused (1998),Action|Comedy
2088,2171,Next Stop Wonderland (1998),Comedy|Drama|Romance
2091,2174,Beetlejuice (1988),Comedy|Fantasy
2093,2176,Rope (1948),Crime|Drama|Thriller
2097,2180,Torn Curtain (1966),Thriller
2099,2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2100,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
2103,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2105,2188,54 (1998),Drama
2110,2193,Willow (1988),Action|Adventure|Fantasy
2111,2194,"Untouchables, The (1987)",Action|Crime|Drama
2112,2195,Dirty Work (1998),Comedy
2119,2202,Lifeboat (1944),Drama|War
2120,2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
2121,2204,Saboteur (1942),Mystery|Thriller
2123,2206,Suspicion (1941),Film-Noir|Mystery|Thriller
2125,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
2147,2231,Rounders (1998),Drama
2148,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2152,2236,Simon Birch (1998),Drama
2159,2243,Broadcast News (1987),Comedy|Drama|Romance
2161,2245,Working Girl (1988),Comedy|Drama|Romance
2163,2247,Married to the Mob (1988),Comedy
2164,2248,Say Anything... (1989),Comedy|Drama|Romance
2169,2253,Toys (1992),Comedy|Fantasy
2178,2262,About Last Night... (1986),Comedy|Drama|Romance
2179,2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
2182,2266,"Butcher's Wife, The (1991)",Comedy|Romance
2183,2267,Mortal Thoughts (1991),Mystery|Thriller
2184,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2185,2269,Indecent Proposal (1993),Drama|Romance
2188,2272,One True Thing (1998),Drama
2189,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2194,2278,Ronin (1998),Action|Crime|Thriller
2195,2279,Urban Legend (1998),Horror|Thriller
2196,2280,Clay Pigeons (1998),Crime
2198,2282,Pecker (1998),Comedy|Drama
2203,2287,Them! (1954),Horror|Sci-Fi|Thriller
2204,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2205,2289,"Player, The (1992)",Comedy|Crime|Drama
2207,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2210,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2212,2296,"Night at the Roxbury, A (1998)",Comedy
2213,2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2216,2300,"Producers, The (1968)",Comedy
2217,2301,History of the World: Part I (1981),Comedy|Musical
2218,2302,My Cousin Vinny (1992),Comedy
2219,2303,Nashville (1975),Drama|Musical
2222,2306,Holy Man (1998),Comedy
2227,2311,2010: The Year We Make Contact (1984),Sci-Fi
2228,2312,Children of a Lesser God (1986),Drama
2229,2313,"Elephant Man, The (1980)",Drama
2231,2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
2232,2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
2234,2318,Happiness (1998),Comedy|Drama
2236,2320,Apt Pupil (1998),Drama|Thriller
2237,2321,Pleasantville (1998),Comedy|Drama|Fantasy
2238,2322,Soldier (1998),Action|Sci-Fi|War
2240,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2241,2325,Orgazmo (1997),Comedy
2243,2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
2244,2328,Vampires (1998),Horror|Western
2245,2329,American History X (1998),Crime|Drama
2247,2331,Living Out Loud (1998),Comedy|Drama|Romance
2249,2333,Gods and Monsters (1998),Drama
2250,2334,"Siege, The (1998)",Action|Thriller
2251,2335,"Waterboy, The (1998)",Comedy
2252,2336,Elizabeth (1998),Drama
2253,2337,Velvet Goldmine (1998),Drama
2254,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2256,2340,Meet Joe Black (1998),Romance
2260,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
2262,2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
2264,2348,Sid and Nancy (1986),Drama
2265,2349,Mona Lisa (1986),Comedy|Thriller
2267,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2268,2352,"Big Chill, The (1983)",Comedy|Drama
2269,2353,Enemy of the State (1998),Action|Thriller
2270,2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy
2271,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2272,2356,Celebrity (1998),Comedy
2273,2357,Central Station (Central do Brasil) (1998),Drama
2275,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2276,2360,"Celebration, The (Festen) (1998)",Drama
2277,2361,Pink Flamingos (1972),Comedy
2279,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
2281,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2282,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2283,2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
2285,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2287,2371,Fletch (1985),Comedy|Crime|Mystery
2288,2372,Fletch Lives (1989),Comedy
2289,2373,Red Sonja (1985),Action|Adventure|Fantasy
2291,2375,"Money Pit, The (1986)",Comedy
2292,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
2293,2377,Lifeforce (1985),Horror|Sci-Fi
2294,2378,Police Academy (1984),Comedy|Crime
2295,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2296,2380,Police Academy 3: Back in Training (1986),Comedy|Crime
2297,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
2298,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
2299,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
2300,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
2303,2387,Very Bad Things (1998),Comedy|Crime
2305,2389,Psycho (1998),Crime|Horror|Thriller
2306,2390,Little Voice (1998),Comedy
2307,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
2308,2392,Jack Frost (1998),Children|Comedy|Drama
2309,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2310,2394,"Prince of Egypt, The (1998)",Animation|Musical
2311,2395,Rushmore (1998),Comedy|Drama
2312,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2314,2398,Miracle on 34th Street (1947),Comedy|Drama
2315,2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
2317,2401,Pale Rider (1985),Western
2318,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
2319,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
2320,2404,Rambo III (1988),Action|Adventure|Thriller|War
2321,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2322,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2323,2407,Cocoon (1985),Comedy|Sci-Fi
2324,2408,Cocoon: The Return (1988),Comedy|Sci-Fi
2325,2409,Rocky II (1979),Action|Drama
2326,2410,Rocky III (1982),Action|Drama
2327,2411,Rocky IV (1985),Action|Drama
2328,2412,Rocky V (1990),Action|Drama
2329,2413,Clue (1985),Comedy|Crime|Mystery|Thriller
2330,2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
2332,2416,Back to School (1986),Comedy
2336,2420,"Karate Kid, The (1984)",Drama
2337,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2338,2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2339,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2340,2424,You've Got Mail (1998),Comedy|Romance
2343,2427,"Thin Red Line, The (1998)",Action|Drama|War
2344,2428,"Faculty, The (1998)",Horror|Sci-Fi
2345,2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
2347,2431,Patch Adams (1998),Comedy|Drama
2348,2432,Stepmom (1998),Drama
2349,2433,"Civil Action, A (1998)",Drama
2352,2436,Tea with Mussolini (1999),Comedy|Drama|War
2353,2437,Wilde (1997),Drama
2355,2439,Affliction (1997),Drama
2358,2442,Hilary and Jackie (1998),Drama
2361,2445,At First Sight (1999),Drama
2362,2446,In Dreams (1999),Horror|Thriller
2363,2447,Varsity Blues (1999),Comedy|Drama
2364,2448,Virus (1999),Horror|Sci-Fi
2366,2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2369,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2370,2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi
2371,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2372,2456,"Fly II, The (1989)",Horror|Sci-Fi
2373,2457,Running Scared (1986),Action|Comedy
2375,2459,"Texas Chainsaw Massacre, The (1974)",Horror
2376,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror
2379,2463,Ruthless People (1986),Comedy
2383,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2384,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2385,2469,Peggy Sue Got Married (1986),Comedy|Drama
2386,2470,Crocodile Dundee (1986),Adventure|Comedy
2387,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
2390,2474,"Color of Money, The (1986)",Drama
2391,2475,52 Pick-Up (1986),Action|Mystery|Thriller
2392,2476,Heartbreak Ridge (1986),Action|War
2394,2478,¡Three Amigos! (1986),Comedy|Western
2401,2485,She's All That (1999),Comedy|Romance
2406,2490,Payback (1999),Action|Thriller
2408,2492,20 Dates (1998),Comedy|Romance
2412,2496,Blast from the Past (1999),Comedy|Romance
2413,2497,Message in a Bottle (1999),Romance
2417,2501,October Sky (1999),Drama
2418,2502,Office Space (1999),Comedy|Crime
2420,2504,200 Cigarettes (1999),Comedy|Drama
2421,2505,8MM (1999),Drama|Mystery|Thriller
2429,2513,Pet Sematary (1989),Horror
2433,2517,Christine (1983),Horror
2434,2518,Night Shift (1982),Comedy
2435,2519,House on Haunted Hill (1959),Drama|Horror|Thriller
2436,2520,Airport (1970),Drama
2440,2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
2441,2525,Alligator (1980),Action|Horror|Sci-Fi
2443,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
2444,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2445,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2446,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2447,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2448,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2449,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2455,2539,Analyze This (1999),Comedy
2456,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2457,2541,Cruel Intentions (1999),Drama
2458,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2462,2546,"Deep End of the Ocean, The (1999)",Drama
2465,2549,Wing Commander (1999),Action|Sci-Fi
2466,2550,"Haunting, The (1963)",Horror|Thriller
2467,2551,Dead Ringers (1988),Drama|Horror|Thriller
2469,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2470,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2471,2555,Baby Geniuses (1999),Comedy
2474,2558,Forces of Nature (1999),Comedy|Romance
2476,2560,Ravenous (1999),Horror|Thriller
2477,2561,True Crime (1999),Crime|Thriller
2479,2563,Dangerous Beauty (1998),Drama
2481,2565,"King and I, The (1956)",Drama|Musical|Romance
2483,2567,EDtv (1999),Comedy
2484,2568,"Mod Squad, The (1999)",Action|Crime
2487,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2488,2572,10 Things I Hate About You (1999),Comedy|Romance
2490,2574,"Out-of-Towners, The (1999)",Comedy
2491,2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
2495,2579,Following (1998),Crime|Mystery|Thriller
2496,2580,Go (1999),Comedy|Crime
2497,2581,Never Been Kissed (1999),Comedy|Romance
2499,2583,Cookie's Fortune (1999),Comedy|Drama
2503,2587,Life (1999),Comedy|Crime|Drama
2505,2589,Friends & Lovers (1999),Comedy|Drama|Romance
2510,2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
2512,2596,SLC Punk! (1998),Comedy|Drama
2514,2598,Pushing Tin (1999),Comedy
2515,2599,Election (1999),Comedy
2516,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2521,2605,Entrapment (1999),Crime|Thriller
2522,2606,Idle Hands (1999),Comedy|Horror
2529,2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi
2532,2616,Dick Tracy (1990),Action|Crime
2533,2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2534,2618,"Castle, The (1997)",Comedy
2538,2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2544,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2549,2633,"Mummy, The (1932)",Horror|Romance
2556,2640,Superman (1978),Action|Adventure|Sci-Fi
2557,2641,Superman II (1980),Action|Sci-Fi
2558,2642,Superman III (1983),Action|Adventure|Sci-Fi
2559,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2560,2644,Dracula (1931),Horror
2563,2648,Frankenstein (1931),Drama|Horror|Sci-Fi
2569,2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2572,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2575,2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
2577,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2579,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2583,2668,Swamp Thing (1982),Horror|Sci-Fi
2584,2669,Pork Chop Hill (1959),War
2585,2670,Run Silent Run Deep (1958),War
2586,2671,Notting Hill (1999),Comedy|Romance
2587,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2591,2676,Instinct (1999),Drama|Thriller
2592,2677,Buena Vista Social Club (1999),Documentary|Musical
2598,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2601,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2602,2687,Tarzan (1999),Adventure|Animation|Children|Drama
2603,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
