,userId,movieId,rating
25756,239,4020,3.0
26049,239,5387,3.0
25634,239,3526,3.0
25978,239,5013,3.0
24592,239,223,2.0
25066,239,1610,3.0
25881,239,4553,3.0
24744,239,595,3.0
25824,239,4280,4.0
25429,239,2745,4.0
24795,239,858,5.0
25286,239,2291,4.0
25562,239,3249,2.0
24973,239,1333,3.0
24628,239,316,2.0
25417,239,2713,3.0
24552,239,104,3.0
25374,239,2524,3.0
24807,239,910,3.0
24874,239,1173,5.0
26120,239,5853,2.0
25666,239,3683,4.0
24709,239,514,3.0
25415,239,2710,2.0
25260,239,2174,4.0
25547,239,3175,2.0
24578,239,188,3.0
25152,239,1921,2.0
25317,239,2384,4.0
24924,239,1247,4.0
24645,239,357,5.0
25858,239,4452,2.0
24780,239,782,2.0
25772,239,4056,3.0
25585,239,3355,3.0
24839,239,1059,4.0
24717,239,527,2.0
25059,239,1591,2.0
24544,239,79,2.0
25508,239,3039,3.0
24571,239,176,4.0
25711,239,3809,2.0
24894,239,1203,4.0
24558,239,141,3.0
25788,239,4124,1.0
25549,239,3185,2.0
26058,239,5445,3.0
24586,239,207,3.0
24850,239,1090,3.0
24822,239,971,4.0
24559,239,144,2.0
24808,239,912,3.0
25941,239,4874,4.0
24829,239,1029,3.0
24750,239,616,3.0
25632,239,3524,3.0
25448,239,2793,1.0
24900,239,1212,4.0
25446,239,2791,3.0
24902,239,1214,4.0
24511,239,1,3.0
24583,239,198,3.0
25350,239,2463,2.0
24542,239,74,3.0
25662,239,3671,2.0
25491,239,2976,2.0
24826,239,1014,1.0
26033,239,5349,2.0
24631,239,322,4.0
24774,239,762,2.0
24952,239,1288,4.0
24682,239,459,3.0
24948,239,1279,3.0
25995,239,5103,1.0
25422,239,2722,1.0
26121,239,5876,3.0
25955,239,4936,3.0
24512,239,2,2.0
24776,239,766,2.0
25934,239,4823,2.0
25929,239,4808,3.0
24610,239,272,4.0
24918,239,1240,3.0
24632,239,337,4.0
25490,239,2973,3.0
24783,239,799,3.0
24966,239,1307,4.0
25162,239,1961,3.0
24700,239,497,4.0
25278,239,2263,2.0
24926,239,1250,2.0
24650,239,372,2.0
25669,239,3686,3.0
25973,239,4995,3.0
25561,239,3248,1.0
24820,239,953,5.0
24775,239,765,3.0
25118,239,1784,2.0
24607,239,260,3.0
24716,239,522,3.0
25521,239,3082,2.0
26090,239,5650,3.0
24977,239,1342,2.0
25323,239,2396,5.0
25733,239,3918,2.0
25228,239,2114,3.0
25290,239,2302,3.0
24665,239,420,1.0
24636,239,344,4.0
25318,239,2387,2.0
26020,239,5296,2.0
25743,239,3994,2.0
25482,239,2942,3.0
25412,239,2706,3.0
25313,239,2371,3.0
24537,239,52,4.0
25528,239,3104,3.0
24525,239,29,4.0
25057,239,1589,3.0
24600,239,240,3.0
25527,239,3102,2.0
25878,239,4545,2.0
25517,239,3072,3.0
25174,239,1995,2.0
24804,239,903,3.0
25265,239,2206,4.0
25505,239,3033,2.0
25010,239,1405,2.0
25937,239,4844,2.0
25806,239,4200,1.0
25531,239,3108,5.0
24990,239,1358,3.0
24907,239,1221,5.0
25123,239,1805,2.0
25400,239,2642,2.0
24802,239,899,2.5
25180,239,2002,3.0
24992,239,1366,4.0
26022,239,5299,3.0
25083,239,1653,4.0
24740,239,590,4.0
24880,239,1185,4.0
25794,239,4133,1.0
24666,239,423,2.0
25310,239,2355,3.0
24949,239,1282,3.0
25665,239,3682,3.0
25846,239,4383,3.0
24877,239,1179,3.0
24694,239,481,4.0
25377,239,2528,3.0
25754,239,4014,4.0
25359,239,2474,4.0
25325,239,2406,3.0
24837,239,1051,2.0
25107,239,1729,3.0
25419,239,2717,2.0
25470,239,2875,3.0
25583,239,3342,3.0
24816,239,928,3.0
24747,239,605,3.0
25786,239,4121,3.0
24533,239,43,4.0
25631,239,3521,4.0
24634,239,339,3.0
25726,239,3877,2.0
25644,239,3552,3.0
24897,239,1208,3.0
24613,239,280,3.0
25700,239,3763,2.0
24790,239,836,3.0
25667,239,3684,4.0
26112,239,5785,1.0
25447,239,2792,2.0
24703,239,500,2.0
24620,239,299,3.0
25148,239,1913,3.0
25627,239,3507,2.0
25131,239,1835,3.0
24708,239,509,3.0
25011,239,1407,1.0
24917,239,1237,3.0
25178,239,2000,3.0
24589,239,215,4.0
25741,239,3973,1.0
25474,239,2898,3.0
24882,239,1188,4.0
25383,239,2561,3.0
25891,239,4587,2.0
24540,239,65,1.0
25717,239,3835,2.0
24551,239,100,3.0
25061,239,1597,3.0
24676,239,442,2.0
25235,239,2121,3.0
25629,239,3512,3.0
25212,239,2085,3.0
25822,239,4267,3.0
24931,239,1258,3.0
24566,239,156,3.0
25779,239,4085,2.0
24895,239,1206,4.0
25403,239,2657,5.0
24939,239,1266,2.0
24958,239,1297,3.0
24991,239,1365,3.0
25257,239,2163,2.0
24815,239,926,3.0
25166,239,1968,3.0
24754,239,640,2.0
24889,239,1198,3.0
25366,239,2502,4.0
24520,239,19,1.0
26183,239,6440,5.0
24541,239,70,2.0
25838,239,4343,3.0
25274,239,2253,2.0
26072,239,5541,3.0
25438,239,2759,1.0
24867,239,1130,3.0
25404,239,2664,3.0
25005,239,1393,3.0
24518,239,16,4.0
25076,239,1639,2.0
24722,239,537,3.0
24828,239,1028,3.0
24929,239,1255,3.0
25477,239,2916,2.0
25837,239,4333,3.0
25658,239,3638,2.0
25453,239,2802,3.0
25368,239,2513,3.0
25069,239,1616,2.0
25480,239,2919,3.0
24640,239,349,2.0
25271,239,2245,3.0
24914,239,1234,4.0
24550,239,97,3.0
25809,239,4212,3.0
25488,239,2966,4.0
25426,239,2735,2.0
24683,239,460,1.0
24585,239,205,3.0
24642,239,353,4.0
25117,239,1779,2.0
24515,239,10,3.0
25817,239,4238,3.0
25097,239,1687,2.0
25759,239,4025,3.0
24832,239,1035,3.0
25186,239,2010,4.0
25335,239,2422,1.0
24818,239,934,2.0
25336,239,2423,3.0
24964,239,1305,3.0
25183,239,2005,3.0
25618,239,3476,4.0
25489,239,2968,4.0
25504,239,3020,3.0
25449,239,2795,3.0
25065,239,1608,2.0
24892,239,1201,2.0
24936,239,1263,4.0
25651,239,3598,1.0
24888,239,1197,4.0
25451,239,2797,4.0
25938,239,4848,4.0
26013,239,5266,3.0
25283,239,2279,1.0
25848,239,4396,2.0
25443,239,2787,3.0
25245,239,2142,2.0
24789,239,832,3.0
25729,239,3897,3.0
24866,239,1129,3.0
24672,239,435,2.0
24933,239,1260,3.0
25384,239,2565,2.0
25058,239,1590,2.0
25416,239,2712,4.0
25971,239,4993,2.0
25308,239,2349,4.0
24909,239,1223,3.0
25467,239,2870,3.0
25164,239,1965,3.0
24844,239,1079,4.0
25425,239,2734,3.0
25172,239,1982,3.0
24554,239,110,5.0
25222,239,2108,4.0
25948,239,4896,3.0
24539,239,62,3.0
25082,239,1647,3.0
25683,239,3708,2.0
25354,239,2469,2.0
25745,239,4002,2.0
24658,239,384,3.0
25808,239,4210,3.0
25289,239,2301,1.0
25727,239,3893,3.0
25643,239,3551,3.0
24944,239,1273,3.0
25617,239,3471,3.0
25584,239,3347,3.0
24654,239,378,3.0
25676,239,3701,3.0
25576,239,3266,4.0
25379,239,2539,3.0
24988,239,1355,4.0
25247,239,2145,3.0
25330,239,2411,2.0
24803,239,902,3.0
25979,239,5014,4.0
25079,239,1643,3.0
25414,239,2709,3.0
25418,239,2716,3.0
24913,239,1230,4.0
25321,239,2391,3.0
25055,239,1586,3.0
25189,239,2013,3.0
25980,239,5016,4.0
25917,239,4713,4.0
25813,239,4220,3.0
25695,239,3751,3.0
25256,239,2161,2.0
25650,239,3591,2.0
24615,239,290,3.0
25240,239,2135,2.0
24646,239,364,1.0
25507,239,3037,3.0
25835,239,4326,3.0
25471,239,2890,3.0
25197,239,2024,3.0
25108,239,1732,3.0
24915,239,1235,5.0
25288,239,2297,2.0
24728,239,550,4.0
24879,239,1183,4.0
25763,239,4034,3.0
25231,239,2117,3.0
25956,239,4941,3.0
25077,239,1641,2.0
25540,239,3147,4.0
25376,239,2527,3.0
24763,239,707,2.0
25039,239,1517,1.0
24766,239,719,2.0
25113,239,1754,3.0
24937,239,1264,3.0
25513,239,3060,4.0
25143,239,1892,2.0
25539,239,3146,2.0
24760,239,695,3.0
25393,239,2599,4.0
25263,239,2193,2.0
24983,239,1348,3.0
25976,239,5010,3.0
25304,239,2337,2.0
25395,239,2617,2.0
24616,239,292,3.0
25073,239,1625,4.0
26114,239,5810,3.5
25070,239,1617,5.0
25619,239,3479,3.0
24743,239,594,2.0
24896,239,1207,3.0
25124,239,1810,4.0
25056,239,1588,1.0
26071,239,5540,3.0
30096,287,2469,2.0
30090,287,2407,4.0
30077,287,2243,5.0
30043,287,1249,1.0
30032,287,1078,5.0
30040,287,1230,5.0
30018,287,144,5.0
30044,287,1256,4.0
30045,287,1265,4.0
30029,287,1035,1.0
30112,287,2795,5.0
30117,287,3129,4.0
30123,287,3844,3.0
30030,287,1066,4.0
30016,287,1,2.0
30037,287,1197,5.0
30019,287,480,1.0
30046,287,1269,4.0
30104,287,2696,5.0
30075,287,2151,2.0
30039,287,1226,2.0
30027,287,921,5.0
30052,287,1354,4.0
30109,287,2735,4.0
30100,287,2518,4.0
30103,287,2657,2.0
30021,287,589,1.0
30041,287,1234,5.0
30051,287,1307,5.0
30072,287,2136,2.0
30060,287,1663,3.0
30114,287,2915,4.0
30017,287,125,4.0
30034,287,1080,2.0
30094,287,2460,1.0
30119,287,3301,4.0
30073,287,2141,4.0
30022,287,608,4.0
30108,287,2717,2.0
30070,287,2100,5.0
30116,287,2926,4.0
30125,287,3932,1.0
30026,287,915,3.0
30028,287,952,4.0
30078,287,2289,2.0
30080,287,2301,5.0
30064,287,1794,4.0
30120,287,3450,4.0
30048,287,1281,2.0
30035,287,1136,1.0
30042,287,1244,5.0
30089,287,2406,4.0
30076,287,2174,2.0
30025,287,910,3.0
30069,287,2065,3.0
30122,287,3566,4.0
30033,287,1079,4.0
30071,287,2109,4.0
30081,287,2302,5.0
30095,287,2468,3.0
30057,287,1537,4.0
30124,287,3868,5.0
30099,287,2478,3.0
30061,287,1701,4.0
30087,287,2396,1.0
30024,287,909,3.0
30092,287,2423,4.0
30107,287,2716,3.0
30115,287,2918,5.0
30111,287,2791,5.0
30113,287,2797,3.0
30066,287,1885,3.0
30068,287,2064,5.0
30082,287,2306,5.0
30110,287,2750,3.0
30086,287,2375,3.0
30062,287,1732,4.0
30084,287,2371,4.0
30085,287,2372,5.0
33390,322,5103,2.0
33375,322,1835,4.0
33368,322,1209,4.5
33388,322,4993,4.0
33363,322,593,4.0
33377,322,1950,1.0
33389,322,4995,5.0
33399,322,89759,5.0
33374,322,1784,4.0
33387,322,4467,2.5
33386,322,4214,1.0
33370,322,1281,4.5
33391,322,5308,2.5
33393,322,76093,2.0
33372,322,1645,4.0
33395,322,83803,4.5
33385,322,3999,3.5
33398,322,88129,3.5
33364,322,922,3.5
33360,322,239,2.0
33392,322,7153,4.0
33361,322,318,4.5
33381,322,2702,2.0
33376,322,1945,2.5
33400,322,95167,4.0
33373,322,1665,3.5
33366,322,1178,5.0
33371,322,1287,4.0
33379,322,2072,2.0
33397,322,87222,3.5
33365,322,923,3.0
38160,372,1587,3.5
38276,372,33794,3.0
38179,372,2322,3.0
38085,372,163,3.0
38163,372,1784,2.5
38310,372,71530,3.0
38124,372,1197,4.0
38263,372,8368,4.0
38090,372,356,3.5
38309,372,69844,4.5
38180,372,2324,3.0
38338,372,98809,4.5
38112,372,940,4.0
38147,372,1270,3.0
38222,372,4673,2.0
38212,372,3937,2.5
38162,372,1653,3.5
38161,372,1617,3.5
38191,372,2944,4.0
38202,372,3508,2.5
38345,372,106487,2.5
38226,372,4973,4.5
38121,372,1148,4.0
38342,372,102445,4.0
38168,372,2012,3.0
38234,372,5449,2.0
38315,372,74948,3.5
38171,372,2028,4.0
38246,372,6711,3.5
38150,372,1291,3.5
38127,372,1200,3.5
38305,372,63131,3.5
38189,372,2863,3.5
38092,372,464,2.5
38093,372,480,4.0
38118,372,1073,3.5
38344,372,106002,3.5
38231,372,5103,4.0
38248,372,6774,3.0
38339,372,99114,3.5
38080,372,47,5.0
38097,372,589,3.5
38219,372,4499,2.5
38099,372,593,5.0
38122,372,1175,3.5
38178,372,2278,3.0
38142,372,1247,3.0
38298,372,58559,3.0
38185,372,2571,3.5
38126,372,1199,3.5
38258,372,7419,3.5
38254,372,7132,2.5
38192,372,2951,4.0
38125,372,1198,4.5
38238,372,5903,3.0
38318,372,78209,3.0
38308,372,68157,4.0
38236,372,5577,3.0
38195,372,3147,3.0
38288,372,47997,3.0
38242,372,6378,3.5
38332,372,90746,3.0
38290,372,48394,3.5
38330,372,89745,3.5
38170,372,2023,3.5
38113,372,1013,4.0
38148,372,1280,4.0
38200,372,3421,4.5
38286,372,46578,4.0
38213,372,3996,4.5
38335,372,93840,4.0
38149,372,1285,3.0
38105,372,786,3.0
38091,372,442,1.5
38209,372,3755,3.0
38300,372,59369,3.5
38221,372,4636,3.0
38156,372,1370,3.5
38304,372,61323,3.0
38241,372,6016,5.0
38141,372,1240,4.0
38167,372,2010,4.0
38227,372,4979,4.0
38329,372,86190,4.0
38311,372,71535,3.0
38233,372,5378,2.0
38301,372,59784,2.5
38169,372,2019,4.5
38293,372,54503,4.0
38095,372,541,5.0
38155,372,1333,4.0
38190,372,2916,3.0
38279,372,36519,3.0
38159,372,1580,3.5
38098,372,592,2.5
38081,372,50,3.5
38140,372,1235,4.0
38265,372,8376,3.5
38172,372,2071,2.5
38108,372,912,5.0
38103,372,778,4.0
38355,372,115149,4.0
38316,372,76251,3.0
38084,372,145,3.0
38333,372,91630,2.5
38187,372,2762,3.5
38104,372,780,3.5
38295,372,57528,3.0
38116,372,1035,2.5
38143,372,1249,5.0
38250,372,6979,3.0
38107,372,899,2.5
38225,372,4878,4.0
38184,372,2528,3.0
38207,372,3703,3.5
38181,372,2403,3.5
38274,372,33004,3.0
38289,372,48304,4.0
38351,372,109487,4.0
38292,372,53972,3.0
38203,372,3527,3.5
38317,372,77455,3.0
